pop, ms ,plot,line,y1,y2,x1,x2,tag,notes,id,class.2013,ros1.2013,ros2.2013,fruits.2013,flowers.2013,class.2014,ros1.2014,ros2.2014,fruits.2014,flowers.2014,notes.2014,class.2015,ros1.2015,ros2.2015,fruits.2015,flowers.2015,notes.2015,class.2016,ros1.2016,ros2.2016,fruits.2016,flowers.2016,notes.2016, found.yr 
C27,A,1,1,9.42,,0.02,,,large,820,,,,,,,,,,,,A,4.5,4,,6,,A,4.5,5.5,2,3,,2015
C27,A,1,1,9.52,,0.48,,,,821,,,,,,,,,,,,J,0.5,0.5,,,,A,1.5,1,2,2,,2015
C27,A,1,1,9.57,,0,,,large,822,,,,,,,,,,,,A,4,5,1,1,,A,6,5.5,0,2,,2015
C27,A,1,1,10.11,,0.64,,,,823,,,,,,,,,,,,A,1,1,0,1,,A,2.5,2,5,6,,2015
C27,A,1,1,10.17,,0.14,,,,824,,,,,,,,,,,,J,2,1,,,,A,2.5,3.5,4,4,,2015
C27,A,1,1,10.28,,0.08,,,,825,,,,,,,,,,,,J,2.5,2.5,,,,A,3.5,4,12,12,,2015
C27,A,1,1,10.37,,0.74,,,1/4 dead,826,,,,,,,,,,,,A,6,4.5,,,,A,5,4,0,2,,2015
C27,A,1,1,10.75,,0.07,,,,827,,,,,,,,,,,,J,1.5,1.5,,,,A,3,3,5,5,,2015
C27,A,1,1,10.91,,0.97,,,1/2 dead,828,,,,,,,,,,,,A,10,4,,,,D,,,,,,2015
C27,A,1,1,12.92,,0.6,,,,829,,,,,,,,,,,,A,3.5,4,4,7,,A,3.5,2,5,7,,2015
C27,A,1,1,3.53,,-0.39,,,,830,,,,,,,,,,,,A,2.5,2,3,5,,A,4,3.5,9,10,,2015
C27,A,1,1,3.58,,-0.41,,,,831,,,,,,,,,,,,A,2.5,2,2,5,,A,3.5,3,9,9,,2015
C27,A,1,1,3.87,,-0.67,,,in clump of grass,832,,,,,,,,,,,,J,1,1,,,,A,3.5,1,1,3,,2015
C27,A,1,1,4.32,,-0.19,,,,833,,,,,,,,,,,,J,0.5,0.5,,,,A,1,1,1,1,,2015
C27,A,1,1,4.42,,-0.41,,,,834,,,,,,,,,,,,J,1,1,,,,A,3,2.5,3,3,,2015
C27,A,1,1,4.47,,-0.44,,,,835,,,,,,,,,,,,J,1.5,2,,,,A,3.5,3.5,5,5,,2015
C27,A,1,1,4.71,,-0.47,,,,836,,,,,,,,,,,,J,1.5,1.5,,,,J,2,2.5,,,,2015
C27,A,1,1,5.78,,-0.73,,,next to grass clump,837,,,,,,,,,,,,A,1,1,0,1,,A,1.5,2.5,3,3,,2015
C27,A,1,1,5.98,,-0.14,,,,838,,,,,,,,,,,,J,0.5,0.5,,,,A,3.5,1.5,1,1,SAME PL,2015
C27,A,1,1,6.09,,-0.49,,,,839,,,,,,,,,,,,J,0.5,1,,,,A,2.5,2.5,5,5,,2015
C27,A,1,1,7.82,,-0.42,,,,840,,,,,,,,,,,,A,1.5,1.5,,1,,J,0.5,0.5,,,,2015
C27,A,1,1,7.95,,-0.35,,,,841,,,,,,,,,,,,J,1,1.5,,,,A,3,3,6,6,,2015
C27,A,1,1,11.1,,-0.63,,,large,842,,,,,,,,,,,,A,4,3,4,4,,D,,,,,,2015
C27,A,1,1,11.16,,-0.53,,,,843,,,,,,,,,,,,A,1,1,1,1,,A,2.5,3,3,3,,2015
C27,A,1,1,11.62,,-0.3,,,maybe 2 plants? Maybe 1/2 dead?,844,,,,,,,,,,,,A,5,2,2,2,,A,5.5,,3,3,SAME PL,2015
B46,S,1,1,3.19,,-0.15,,,,845,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,4.98,,-0.22,,,,846,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,4.16,,0,,,,847,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B46,S,1,1,4.11,,0.15,,,,848,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,3.96,,0.05,,,,849,,,,,,,,,,,,J,1,1,,,,J,1,1,,,,2015
B46,S,1,1,4.6,,0.15,,,,850,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,7.54,,0.09,,,,851,,,,,,,,,,,,J,0.5,0.5,,,,J,1,1,,,,2015
B46,S,1,1,7.77,,-0.51,,,,852,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,7.82,,-0.54,,,,853,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,7.85,,-0.53,,,,854,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,9.28,,-0.39,,,,855,,,,,,,,,,,,J,2,1.5,,,,A,4.5,3.5,4,4,,2015
B46,S,1,1,12.28,,0.09,,,,856,,,,,,,,,,,,J,2.5,1.5,,,,J,3.5,2,,,,2015
B46,S,1,1,13.77,,-0.12,,,,857,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,14.47,,-0.74,,,,858,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B46,S,1,1,14.56,,-0.62,,,,859,,,,,,,,,,,,A,2.5,1.5,,,,A,3,1.5,1,1,,2015
B46,S,1,1,25.25,,-0.2,,,,860,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
B42,S,2,1,0.56,,0.75,,,,861,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,5.76,,0.84,,,,862,,,,,,,,,,,,J,1,1,,,,D,,,,,,2015
B42,S,2,1,5.9,,0.59,,,,863,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,6.03,,0.67,,,,864,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,6.04,,0.67,,,,865,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,6.29,,0.97,,,,866,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,6.23,,0.65,,,,867,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,6.16,,0.77,,,,868,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,7.82,,-0.19,,,,869,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,8.02,,-1.46,,,,870,,,,,,,,,,,,J,2,2,,,,D,,,,,,2015
B42,S,2,1,8.02,,-1.5,,,,871,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,8.2,,-1.6,,,,872,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,10.69,,-1.08,,,,873,,,,,,,,,,,,J,1,0.5,,,,D,,,,,,2015
B42,S,2,1,10.78,,-1.25,,,,874,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,10.84,,-1.13,,,,875,,,,,,,,,,,,A,1,0.5,1,1,,D,,,,,,2015
B42,S,2,1,11.47,,-0.4,,,,876,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,11.59,,-0.17,,,,877,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,11.6,,-0.16,,,,878,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,11.6,,-0.16,,,,879,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,11.61,,-0.8,,,,880,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,11.63,,-0.76,,,,881,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,16.43,,-0.07,,,,882,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,16.5,,-0.12,,,,883,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,16.58,,0.16,,,,884,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,16.93,,-0.16,,,,885,,,,,,,,,,,,J,1,0.5,,,,D,,,,,,2015
B42,S,2,1,17.37,,0.08,,,,886,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,23.68,,0.12,,,,887,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,23.69,,0.1,,,,888,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,23.7,,0.11,,,,889,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
B42,S,2,1,12.2,,0.98,,,,890,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
L06,A,1,1,12.13,,0.83,,,,891,,,,,,,,,,,,A,3.5,3.5,2,2,,A,2.5,2.5,3,3,,2015
L06,A,1,1,12.41,,0.69,,,,892,,,,,,,,,,,,A,4,4.5,4,4,,A,5,3,3,3,,2015
L06,A,1,1,12.25,,0.11,,,,893,,,,,,,,,,,,A,2,2,1,1,,A,2,,2,2,,2015
L06,A,1,1,14.05,,0.24,,,,894,,,,,,,,,,,,A,2,3,1,1,,D,,,,,,2015
L06,A,1,1,18.51,,0.71,,,,895,,,,,,,,,,,,A,4,4,2,3,,,,,,,,2015
L06,A,1,1,14.72,,0.71,,,,896,,,,,,,,,,,,A,2,2,1,1,,D,,,,,,2015
C27,A,1,1,5.63,,-0.7,,,,897,,,,,,,,,,,,J,0.5,0.5,,,,A,1,1.5,2,2,,2015
C27,A,1,1,6.01,,-0.11,,,,898,,,,,,,,,,,,J,0.5,0.5,,,,A,,,,,SAME PL,2015
C27,A,1,1,7.51,,-0.11,,,,899,,,,,,,,,,,,J,2,1.5,,,1/2 dead,A,2.5,1.5,5,6,,2015
C27,A,1,1,9.13,,0.16,,,,900,,,,,,,,,,,,A,1.5,1,2,2,,A,2.5,2.5,4,4,,2015
C27,A,1,1,10.08,,-0.71,,,,901,,,,,,,,,,,,J,0.5,0.5,,,,A,2,2,3,3,,2015
C27,A,1,1,10.24,,-0.67,,,,902,,,,,,,,,,,,J,1.5,2,,,,A,3,1.5,5,5,,2015
C27,A,1,1,10.3,,-0.64,,,,903,,,,,,,,,,,,A,1,1.5,0,1,,A,2.5,2.5,6,6,,2015
C27,A,1,1,10.49,,-0.69,,,,904,,,,,,,,,,,,S,0.5,0.5,,,,J,0.5,0.5,,,,2015
C27,A,1,1,10.17,,0.64,,,,905,,,,,,,,,,,,J,1,1,,,,D,,,,,,2015
C27,A,1,1,10.61,,0.76,,,,906,,,,,,,,,,,,J,1.5,1.5,,,,A,3,2,1,1,,2015
C27,A,1,1,10.72,,0.94,,,,907,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
C27,A,1,1,10.73,,0.83,,,,908,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
C27,A,1,1,11.62,,-0.33,,,,909,,,,,,,,,,,,A,1.5,1,0,1,,A,,,,,SAME PL,2015
L17,A,1,1,12.25,,1.3,,,,910,,,,,,,,,,,,S,0.5,0.5,,,"double check, could be wrong species. Same place as a missing adult.",,,,,,,2015
L17,A,1,1,13.5,,2.25,,,,911,,,,,,,,,,,,J,2,2.5,,,UH big rock 40cm N,,,,,,,2015
L17,A,1,1,16.72,,0.83,,,,912,,,,,,,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2015
L17,A,1,1,17.05,,-0.85,,,,913,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
L17,A,1,1,17.16,,-0.93,,,,914,,,,,,,,,,,,S,0.5,0.5,,,,J,0.5,0.5,,,,2015
L17,A,1,1,17.56,,-0.32,,,,915,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
L17,A,1,1,17.68,,-0.29,,,,916,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
L17,A,1,1,17.55,,-0.32,,,,917,,,,,,,,,,,,J,0.5,0.5,,,,A,1,1,1,1,,2015
L17,A,1,1,17.68,,-0.28,,,,918,,,,,,,,,,,,J,0.5,0.5,,,,D,,,,,,2015
L17,A,1,1,18.23,,-0.93,,,,919,,,,,,,,,,,,A,2,2,,1,mostly buried,A,1,2,2,2,,2015
L17,A,1,1,22.02,,0.3,,,,920,,,,,,,,,,,,A,2.5,2,,2,,A,1.5,1.5,2,2,,2015
L17,A,1,1,24.24,,0.14,,,,921,,,,,,,,,,,,A,5,2.5,,4,,A,4.5,2,6,6,SAME PLANT,2015
L17,A,1,1,20.65,,1.31,,,,922,,,,,,,,,,,,A,4.5,3.5,,4,,A,3,3,5,5,,2015
L11,S,1,1,4.76,,0.36,,,,923,,,,,,,,,,,,A,2,3,6,6,,A,3.5,2.5,,7,,2015
L11,S,1,1,4.84,,1.32,,,,924,,,,,,,,,,,,A,2,2.5,3,3,,A,1.5,2,,4,,2015
L11,S,1,1,4.49,,1.11,,,,925,,,,,,,,,,,,A,1.5,1.5,1,1,,D,,,,,,2015
L11,S,1,1,5.53,,0.56,,,,926,,,,,,,,,,,,A,3,2.5,2,2,,A,2,2.5,,4,,2015
L11,S,1,1,13.29,,0.74,,,,927,,,,,,,,,,,,A,1,1.5,1,1,,A,1,1,,1,,2015
L11,S,1,1,14.86,,-0.34,,,,928,,,,,,,,,,,,A,3,2,1,1,,A,2,1.5,,3,,2015
L11,S,1,1,15.63,,-0.07,,,,929,,,,,,,,,,,,A,1.5,1,,,? nodata for the fr/fl,A,1.5,1.5,,2,,2015
L11,S,1,1,16.27,,-0.53,,,,930,,,,,,,,,,,,A,2.5,2,2,2,,A,2,1.5,,3,,2015
L11,S,1,1,16.24,,-0.69,,,,931,,,,,,,,,,,,A,4,3.5,3,3,,D,,,,,,2015
L11,S,1,1,16.42,,-0.44,,,,932,,,,,,,,,,,,A,3,3,5,5,,A,3,3,,7,,2015
L11,S,1,1,16.46,,-0.09,,,,933,,,,,,,,,,,,A,3,2.5,2,2,,A,2.5,2.5,,2,,2015
L11,S,1,1,19.19,,-0.08,,,,934,,,,,,,,,,,,A,2.5,2,2,2,,A,2,2,,2,,2015
L11,S,1,1,19.27,,-0.32,,,,935,,,,,,,,,,,,A,4,2.5,3,5,,A,5,2,,5,2 ABORTED,2015
L11,S,1,1,20.15,,0.32,,,,936,,,,,,,,,,,,A,1.5,1.5,1,1,,A,2,2,,3,,2015
L11,S,1,1,20.14,,0.48,,,,937,,,,,,,,,,,,A,2,2,2,2,,A,1.5,1.5,,1,,2015
L11,S,1,1,20.37,,0,,,,938,,,,,,,,,,,,A,4,3,2,2,,A,1.5,1.5,,2,,2015
L11,S,1,1,20.77,,-0.46,,,,939,,,,,,,,,,,,A,3,2.5,3,3,,A,2,2.5,,4,1 ABORTED,2015
L11,S,1,1,21.72,,-0.61,,,,940,,,,,,,,,,,,A,2,2,1,1,,A,2,1.5,,2,,2015
L11,S,1,1,23.02,,-0.71,,,,941,,,,,,,,,,,,A,3,3,3,3,,A,2,3,,2,2 ABORTED,2015
L11,S,1,1,24.68,,-0.6,,,,942,,,,,,,,,,,,A,3,2.5,3,3,,D,,,,,,2015
L11,S,2,1,25.17,,-0.42,,,,943,,,,,,,,,,,,A,1.5,1.5,1,1,,D,,,,,,2015
L11,S,2,2,6.98,,0.92,,,,944,,,,,,,,,,,,A,3,3,3,3,,,,,,,,2015
L11,S,2,2,7.35,,0.29,,,,945,,,,,,,,,,,,A,2,1,1,1,,,,,,,,2015
L11,S,2,2,8.23,,0.22,,,,946,,,,,,,,,,,,A,3,3,4,4,,,,,,,,2015
L11,S,2,1,14.14,,0.56,,,,947,,,,,,,,,,,,A,2.5,3,1,1,,D,,,,,,2015
L11,S,2,1,14.12,,0.17,,,,948,,,,,,,,,,,,A,4,2,4,4,,A,3.5,1.5,,4,,2015
L11,S,2,1,12.95,,0.52,,,,949,,,,,,,,,,,,A,1.5,1.5,1,1,,A,2,2,,4,,2015
L11,S,2,1,12.89,,0.96,,,,950,,,,,,,,,,,,A,3,2,1,1,,A,0.5,0.5,,1,,2015
L11,S,2,1,13.47,,0.65,,,,951,,,,,,,,,,,,A,2,2.5,1,1,,A,2,2,,2,,2015
L12,S,1,1,8.85,,0.4,,,,952,,,,,,,,,,,,J,1,1,,,,D,,,,,,2015
L12,S,1,1,8.89,,0.56,,,,953,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
L12,S,1,1,11.88,,-0.41,,,,954,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
L12,S,1,1,16.56,,0.27,,,,955,,,,,,,,,,,,S,0.5,0.5,,,,D,,,,,,2015
L12,S,1,1,16.38,,0.62,,,,956,,,,,,,,,,,,A,3.5,2.5,3,3,,D,,,,,,2015
L12,S,1,1,17.49,,-0.49,,,,957,,,,,,,,,,,,S,0.5,0.5,,,almost,D,,,,,,2015
L12,S,1,1,17.88,,-0.45,,,,958,,,,,,,,,,,,J,0.5,1,,,,D,,,,,,2015
B42,S,1,1,2.91,,0.55,,,,959,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,5.35,,-0.38,,,,960,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,5.95,,0.84,,,,961,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,6.28,,0.78,,,,962,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,6.77,,-0.23,,,,963,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,7.83,,-0.17,,,,964,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,8.02,,-0.11,,,,965,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,11.23,,-0.53,,,,966,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,11.4,,-0.15,,,,967,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,11.45,,-0.43,,,,968,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,11.03,,0.06,,,,969,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,11.6,,-0.16,,,,970,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,11.79,,-0.28,,,,971,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,16.15,,0.11,,,,972,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,16.49,,-0.12,,,,973,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,16.67,,0.42,,,,974,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,16.64,,0.54,,,,975,,,,,,,,,,,,,,,,,,A,1,1,1,1,,2016
B42,S,1,1,16.67,,0.65,,,,976,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
B42,S,1,1,17.05,,-0.9,,,,977,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,17.36,,0.11,,,,978,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,18.56,,-0.38,,,,979,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B42,S,1,1,24.45,,0.12,,,,980,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,4.47,,1,,,,981,,,,,,,,,,,,,,,,,,J,3.5,2.5,,,,2016
B46,S,1,1,5.23,,-0.41,,,,982,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,5.45,,-0.65,,,,983,,,,,,,,,,,,,,,,,,A,2.5,1,3,3,,2016
B46,S,1,1,6.59,,-0.05,,,,984,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,6.71,,-0.21,,,,985,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,6.84,,-0.08,,,,986,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,7.28,,-0.43,,,,987,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,7.28,,-0.43,,,,988,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,7.85,,-0.51,,,,989,,,,,,,,,,,,,,,,,,,,,,,,2016
B46,S,1,1,8.01,,-0.42,,,,990,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
B46,S,1,1,8.07,,-0.21,,,,991,,,,,,,,,,,,,,,,,,A,3,2,3,3,,2016
B46,S,1,1,8.69,,-0.1,,,,992,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,11.15,,-0.07,,,,993,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,11.75,,-0.03,,,,994,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,11.8,,-0.08,,,,995,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,11.93,,-0.08,,,,996,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,12.1,,-0.08,,,,997,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,X2,2016
B46,S,1,1,12.1,,-0.08,,,,998,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,X2,2016
B46,S,1,1,12.13,,-0.03,,,,999,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,12.47,,-0.07,,,,1000,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,12.47,,-0.07,,,,1001,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,13.11,,-0.03,,,,1002,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,13.49,,-0.2,,,,1003,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,13.85,,-0.52,,,,1004,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,13.88,,-0.6,,,,1005,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,13.88,,-0.6,,,,1006,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,14.1,,-0.69,,,,1007,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,14.47,,-0.61,,,,1008,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,14.78,,-0.32,,,,1009,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
B46,S,1,1,15.09,,-0.39,,,,1010,,,,,,,,,,,,,,,,,,J,1.5,1,,,,2016
B46,S,1,1,16.75,,-0.25,,,,1011,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,16.75,,-0.25,,,,1012,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,X2,2016
B46,S,1,1,16.96,,-0.37,,,,1013,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
B46,S,1,1,17.17,,-0.35,,,,1014,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,21.33,,-0.52,,,,1015,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,22.4,,-0.42,,,,1016,,,,,,,,,,,,,,,,,,A,1,1,1,1,,2016
B46,S,1,1,25.24,,-0.16,,,,1017,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,1,1,29.35,,-0.05,,,,1018,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
B46,S,2,2,30,,0.45,,,,1019,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
L12,S,1,1,3.85,,0.98,,,,1020,,,,,,,,,,,,,,,,,,A,2.5,1.5,,1,,2016
L12,S,1,1,7.35,,0.4,,,,1021,,,,,,,,,,,,,,,,,,A,2.5,1.5,,1,,2016
L12,S,1,1,7.85,,0.36,,,,1022,,,,,,,,,,,,,,,,,,A,1.5,1.5,,3,,2016
L12,S,1,1,8.13,,-0.56,,,,1023,,,,,,,,,,,,,,,,,,A,2.5,2,,5,,2016
L12,S,1,1,8.3,,-1,,,,1024,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,9.07,,-0.51,,,,1025,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L12,S,1,1,9.17,,-0.54,,,,1026,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L12,S,1,1,9.23,,-0.55,,,,1027,,,,,,,,,,,,,,,,,,A,1.5,1,,3,,2016
L12,S,1,1,9.24,,-0.53,,,,1028,,,,,,,,,,,,,,,,,,A,1.5,1.5,,3,,2016
L12,S,1,1,9.6,,-0.72,,,,1029,,,,,,,,,,,,,,,,,,J,1.5,1,,,,2016
L12,S,1,1,9.78,,-0.73,,,,1030,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L12,S,1,1,9.93,,-0.26,,,,1031,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L12,S,1,1,11.02,,-0.3,,,,1032,,,,,,,,,,,,,,,,,,A,3.5,2.5,,5,,2016
L12,S,1,1,11.08,,-0.33,,,,1033,,,,,,,,,,,,,,,,,,A,1.5,2,,3,,2016
L12,S,1,1,11.7,,-0.29,,,,1034,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,5X,2016
L12,S,1,1,11.7,,-0.29,,,,1035,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,11.7,,-0.29,,,,1036,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,11.7,,-0.29,,,,1037,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,11.7,,-0.29,,,,1038,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,14.48,,0.22,,,,1039,,,,,,,,,,,,,,,,,,A,2.5,2,,4,,2016
L12,S,1,1,15.51,,0.11,,,,1040,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,16.02,,-0.34,,,,1041,,,,,,,,,,,,,,,,,,A,2,1.5,,3,,2016
L12,S,1,1,16.02,,-0.4,,,,1042,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,16.21,,0.24,,,,1043,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,16.24,,0.24,,,,1044,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,16.59,,0.2,,,,1045,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,16.64,,0.98,,,,1046,,,,,,,,,,,,,,,,,,A,2.5,2,,5,,2016
L12,S,1,1,16.71,,0.08,,,,1047,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
L12,S,1,1,16.95,,0.02,,,,1048,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,17.35,,0.45,,,,1049,,,,,,,,,,,,,,,,,,A,2,1,,2,,2016
L12,S,1,1,17.6,,-0.11,,,,1050,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,18.05,,0.72,,,,1051,,,,,,,,,,,,,,,,,,A,4.5,3,,1,,2016
